YEAR,MONTH,mean_temp,median_temp,var_temp,min_temp,max_temp,mean_prcp,median_prcp,var_prcp,min_prcp,max_prcp
1987,10,55.95270703162168,55.4,123.74445925700425,14.9,89.9,0.026378021269738962,0.0,0.022009585413983936,0.0,5.08
1987,11,48.55729665857021,48.3,170.65004966199902,-6.1,89.8,0.05306882235798427,0.0,0.06188107009624045,0.0,8.82
1987,12,39.76113051558946,38.8,206.49184552058622,-49.6,89.6,0.05417767106842737,0.0,0.05327002438952069,0.0,9.84
1988,1,32.843434086059176,33.6,302.15514011138083,-37.1,109.1,0.03979987512733726,0.0,0.029809421006885422,0.0,4.41
1988,2,37.53877641445126,38.1,294.0340623086449,-21.8,89.6,0.03923179551997753,0.0,0.038790477570520086,0.0,10.51
1988,3,46.3577101111566,46.0,202.54234993951604,-21.5,89.9,0.04145350896969306,0.0,0.03614573251546633,0.0,5.55
1988,4,54.751287332646754,54.1,129.80671779172442,4.1,88.6,0.04668157453385511,0.0,0.03938837272054098,0.0,7.58
1988,5,63.84503831001644,64.5,115.4423687454292,7.9,104.8,0.04160976071124562,0.0,0.033585655010343926,0.0,4.33
1988,6,72.14164583733898,73.7,112.20546313314549,8.7,105.5,0.03546951318130357,0.0,0.035948918289971286,0.0,6.9
1988,7,76.18522263392578,77.3,77.5275812771721,26.7,107.9,0.05864019062748213,0.0,0.06277896677126692,0.0,4.8
1988,8,75.31761535345983,76.8,83.99477381228682,15.0,105.1,0.05644272641211739,0.0,0.064442755800071,0.0,7.24
1988,9,67.33563541263077,67.3,105.29309093006583,6.7,108.9,0.059398520845605075,0.0,0.07725909430942615,0.0,6.84
1988,10,56.34832059155283,56.1,140.0947924168473,9.1,89.9,0.03249920071615832,0.0,0.02731655010007409,0.0,4.36
1988,11,48.544600239629546,47.8,185.24418206249896,-2.5,87.6,0.06325480720829559,0.0,0.06987468340992257,0.0,7.48
1988,12,38.35838672010603,38.4,246.6673303266145,-16.3,88.6,0.031112958435207824,0.0,0.02140660505962772,0.0,4.13
1989,1,39.14548246576201,39.1,249.95578291642906,-29.5,89.6,0.03752699609966799,0.0,0.024901781675609677,0.0,4.92
1989,2,34.5240719716517,34.1,388.4654113686597,-37.9,89.4,0.042371544336476746,0.0,0.037845795541364954,0.0,5.98
1989,3,45.986648994230464,46.2,293.1217288683394,-15.6,89.0,0.0546176111146845,0.0,0.04443002616010553,0.0,5.47
1989,4,55.59528317284152,55.0,183.77997611864225,3.4,90.0,0.04023650111588555,0.0,0.03106338177355353,0.0,5.08
1989,5,63.298892757441735,63.0,135.95629394336112,7.2,109.0,0.06536512715392992,0.0,0.07305984393678737,0.0,7.76
1989,6,70.36307029944737,70.9,98.28818022048614,5.3,109.3,0.08846442075143919,0.0,0.111354884047128,0.0,13.58
1989,7,75.34376019064342,76.1,75.32900593515255,24.3,109.3,0.062299126491965055,0.0,0.0689125680071055,0.0,8.4
1989,8,73.06055125695286,73.3,79.02509415228988,21.5,106.0,0.05950564409030544,0.0,0.06900578834093146,0.0,10.39
1989,9,66.90218879132232,66.7,113.3227929491516,17.9,102.6,0.06656950904392765,0.0,0.08457093185003862,0.0,5.83
1989,10,57.75745032081231,57.9,143.8320474344578,14.6,94.1,0.04488107549120993,0.0,0.05931789434995047,0.0,8.63
1989,11,47.295510296301075,47.2,216.20429700404082,-7.7,83.6,0.04332176622640842,0.0,0.04964940103081794,0.0,10.0
1989,12,31.8006270783848,32.1,331.0150645335983,-34.6,92.4,0.03110105367371473,0.0,0.02619723889496845,0.0,5.63
1990,1,41.28513576560604,40.3,185.67231372884544,-17.3,80.2,0.05802048255511196,0.0,0.056072772112042896,0.0,5.63
1990,2,41.40720076625731,41.3,265.30821682535156,-17.8,81.9,0.06372537748141335,0.0,0.06354603748342619,0.0,7.44
1990,3,48.17192428044738,48.0,203.69716438787194,-18.8,85.4,0.05658415335898396,0.0,0.07755805374097512,0.0,10.63
1990,4,55.60241989909053,55.7,163.34142909697954,5.2,89.3,0.0526432153704881,0.0,0.04201907893058534,0.0,4.27
1990,5,61.82159161202524,61.0,126.26506501177417,20.8,94.5,0.08081155386599688,0.0,0.08766923375808919,0.0,6.3
1990,6,72.06336787063039,72.8,118.81395468677837,26.2,109.8,0.05246537970093587,0.0,0.04951503303436786,0.0,7.05
1990,7,74.89032349335093,75.5,78.53935744376493,36.1,107.8,0.0631060961706123,0.0,0.07549797734186367,0.0,10.63
1990,8,74.18947713438426,74.3,72.49465576393824,41.7,104.9,0.06043671895772401,0.0,0.0679381813245884,0.0,5.81
